0,1
1,1
2,0
3,0
4,0
5,0
6,0
7,4
8,0
9,0
10,0
11,0
12,1
13,30
14,1
15,244
16,0
17,0
18,0
19,4
20,0
21,0
22,0
23,0
24,0
25,0
26,2
27,7
28,35
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,15
48,0
49,1
50,230
51,0
52,0
53,228
54,75
55,0
56,215
57,6
58,0
59,0
60,0
61,0
62,5
63,17
64,0
65,0
66,2
67,0
68,0
69,0
70,0
71,0
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,1
90,4
91,0
92,0
93,208
94,0
95,13
96,0
97,117
98,0
99,0
100,5
101,1
102,1
103,0
104,1
105,0
106,0
107,1
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,5
116,0
117,17
118,0
119,0
120,235
121,0
122,73
123,0
124,0
125,0
126,0
127,206
128,0
129,245
130,0
131,0
132,0
133,3
134,227
135,0
136,0
137,0
138,0
139,0
140,3
141,0
142,0
143,0
144,0
145,0
146,0
147,226
148,1
149,0
150,0
151,0
152,0
153,0
154,20
155,0
156,0
157,0
158,0
159,245
160,0
161,0
162,10
163,0
164,162
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,6
174,0
175,0
176,0
177,1
178,245
179,0
180,1
181,0
182,0
183,0
184,3
185,0
186,0
187,1
188,3
189,0
190,0
191,0
192,0
193,0
194,1
195,23
196,22
197,0
198,0
199,30
200,1
201,0
202,0
203,0
204,0
205,7
206,59
207,4
208,0
209,0
210,0
211,0
212,50
213,0
214,14
215,0
216,0
217,0
218,0
219,0
220,162
221,0
222,79
223,0
224,2
225,0
226,0
227,0
228,41
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,1
237,3
238,0
239,7
240,0
241,1
242,0
243,1
244,0
245,0
246,0
247,0
248,0
249,0
250,2
251,0
252,0
253,0
254,0
255,0
256,7
257,0
258,0
259,13
260,0
261,0
262,0
263,0
264,2
265,0
266,1
267,46
268,0
269,48
270,220
271,0
272,0
273,0
274,0
275,0
276,20
277,0
278,0
279,0
280,224
281,0
282,0
283,0
284,0
285,0
286,0
287,4
288,0
289,0
290,1
291,0
292,0
293,0
294,1
295,0
296,0
297,0
298,1
299,0
300,0
301,0
302,0
303,234
304,0
305,0
306,20
307,0
308,4
309,0
310,3
311,3
312,0
313,7
314,0
315,45
316,0
317,0
318,2
319,0
320,0
321,0
322,0
323,0
324,0
325,236
326,7
327,0
328,1
329,0
330,0
331,24
332,0
333,10
334,1
335,0
336,5
337,0
338,9
339,3
340,237
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,5
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,2
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,2
379,0
380,0
381,19
382,0
383,0
384,10
385,0
386,0
387,0
388,238
389,0
390,0
391,9
392,0
393,0
394,0
395,0
396,0
397,0
398,1
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,1
418,0
419,0
420,0
421,4
422,8
423,0
424,3
425,0
426,0
427,1
428,0
429,0
430,2
431,4
432,0
433,0
434,0
435,29
436,0
437,4
438,0
439,0
440,15
441,2
442,0
443,0
444,0
445,0
446,3
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,45
455,0
456,0
457,0
458,1
459,0
460,0
461,0
462,13
463,0
464,0
465,0
466,211
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,77
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,62
483,0
484,0
485,16
486,0
487,0
488,232
489,0
490,0
491,0
492,0
493,20
494,204
495,0
496,1
497,1
498,0
499,0
500,0
501,0
502,126
503,0
504,0
505,0
506,0
507,13
508,0
509,0
510,0
511,1
512,227
513,1
514,52
515,0
516,0
517,0
518,0
519,0
520,8
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,177
529,0
530,9
531,2
532,0
533,0
534,1
535,0
536,2
537,38
538,0
539,3
540,0
541,0
542,0
543,0
544,0
545,0
546,19
547,0
548,3
549,0
550,238
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,2
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,9
568,243
569,0
570,1
571,0
572,1
573,5
574,35
575,0
576,135
577,0
578,113
579,0
580,0
581,1
582,0
583,4
584,2
585,0
586,0
587,0
588,0
589,0
590,0
591,1
592,0
593,80
594,0
595,127
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,4
605,0
606,0
607,0
608,4
609,0
610,1
611,64
612,1
613,55
614,0
615,0
616,0
617,0
618,0
619,12
620,227
621,0
622,29
623,0
624,9
625,0
626,0
627,0
628,0
629,0
630,1
631,0
632,0
633,0
634,4
635,0
636,5
637,0
638,0
639,1
640,0
641,39
642,0
643,227
644,0
645,0
646,119
647,231
648,0
649,0
650,0
651,0
652,1
653,0
654,1
655,0
656,116
657,0
658,17
659,0
660,1
661,0
662,0
663,0
664,0
665,0
666,215
667,0
668,34
669,0
670,0
671,39
672,7
673,0
674,2
675,0
676,1
677,0
678,0
679,0
680,0
681,217
682,0
683,0
684,1
685,0
686,5
687,0
688,0
689,25
690,1
691,1
692,0
693,0
694,0
695,1
696,0
697,0
698,0
699,0
700,5
701,0
702,0
703,10
704,0
705,4
706,0
707,155
708,0
709,8
710,0
711,0
712,1
713,0
714,243
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,89
725,0
726,0
727,0
728,0
729,83
730,0
731,0
732,0
733,2
734,0
735,0
736,4
737,0
738,0
739,0
740,3
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,8
754,0
755,0
756,0
757,229
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,199
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,1
776,0
777,0
778,0
779,0
780,0
781,5
782,0
783,0
784,2
785,158
786,0
787,0
788,0
789,3
790,0
791,0
792,0
793,0
794,0
795,5
796,0
797,232
798,0
799,7
800,0
801,10
802,9
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,117
813,2
